Job_ID,Company,Job_Title,Min_YOE,Location,Est_Salary,Referral BONUS,JD_Trans,Link,JD Title ( Vie ),L1,L2,L3,L4,MinL,Location,Column1,Column2,VN,Remote,Short_URL,Source,Term_1,Term_2,Term_3,Term_4,Term 5,Data_Engineer,Data_Analyst,Data_Scientist,Business_Analyst,Business_Intelligence,Combined_role,Others
5228,Orient Software,Senior AI Engineer,3,HN,NA,NA,Orientsoftware Hanoi needs to supplement the manpower for the team AI position Senior Ai Engineer; Requires at least 03 years of business about AI Engineer,https://www.facebook.com/groups/datanalyticsvn/posts/3227412510885376/,NA,Senior,,,,,HN,,,TRUE,FALSE,facebook.com,FACEBOOK,Fulltime,,,,,Data Engineer,,Data Scientist,,,TRUE,FALSE
5227,LifesUp Software,Data Engineer,2,HN,"1,270",NA,HBT - HN Lifesup needs to recruit 3 additional data engineers for the new project <domain bank; From 2 years or more.,https://www.facebook.com/groups/datanalyticsvn/posts/3227661500860477/,NA,Junior,Senior,,,,HN,,,TRUE,FALSE,facebook.com,FACEBOOK,Fulltime,,,,,Data Engineer,,,,,FALSE,FALSE
5225,Dtalent's Client,Data Engineer,5,Remote,"2,330",NA,Full-time Remote Data Analysta Engineer | Max 55m gross; Over 5 years of experience Data Engineering,https://www.facebook.com/groups/datanalyticsvn/posts/3227676700858957/,NA,Senior,,,,,Remote,,,TRUE,TRUE,facebook.com,FACEBOOK,Fulltime,,,,,Data Engineer,,,,,FALSE,FALSE
5224,Undisclosed,Senior AI / ML Engineer,NA,HN,"2,700",NA,"HN finds 02 AI/ml Engineer senior about Join Join General Product, Range $ 2500- $ 2700, Online interview.",https://www.facebook.com/groups/datanalyticsvn/posts/3227693130857314/,NA,Senior,,,,,HN,,,TRUE,FALSE,facebook.com,FACEBOOK,Fulltime,,,,,Data Engineer,,Data Scientist,,,TRUE,FALSE
5223,FPT,Senior AI Engineer ( FPT Software ),3,HN,"2,500",NA,Have 3+ years of experience,https://www.linkedin.com/jobs/view/3672998621,NA,Senior,,,,,HN,,,TRUE,FALSE,linkedin.com,LINKEDIN,Fulltime,,,,,Data Engineer,,Data Scientist,,,TRUE,FALSE
5222,Momo,Senior Machine Learning Engineer ( MLOps ),NA,HCM,"2,500",NA,ML Modeling Experience: should have some hands-on ML modeling experience; ML Modeling Experience: should have some hands-on ML modeling experience,https://www.linkedin.com/jobs/view/3676085337,NA,Senior,,,,,HCM,,,TRUE,FALSE,linkedin.com,LINKEDIN,Fulltime,,,,,Data Engineer,,Data Scientist,,,TRUE,FALSE
5221,Kyanon Digital,AI Engineer ( Intern to Middle ),0,HCM,"3,000",NA,Experience in deep learning and machine learning in the area of computer vision,https://www.linkedin.com/jobs/view/3673358149/,NA,Internship,Junior,Senior,,,HCM,,,TRUE,FALSE,linkedin.com,LINKEDIN,Fulltime,,,,,Data Engineer,,Data Scientist,,,TRUE,FALSE
5220,Trusting Social,Data Scientist ( Customer Acquisition ),5,HCM,"3,500",NA,"MS or PhD in Computer Science, Statistics, Mathematics, or related fields; At least 5 years of professional working experience in applying machine learning solutions to business problems",https://www.linkedin.com/jobs/view/3655053670/,NA,Senior,,,,,HCM,,,TRUE,FALSE,linkedin.com,LINKEDIN,Fulltime,,,,,,,Data Scientist,,,FALSE,FALSE
5219,TransCosmos Viet Nam,Business Analyst | Data Analyst,2,HCM,"1,270",NA,"Have experience in Customer Insight/CX/CDP - Customer Data Platform and Domain BI (analyze data to build dashboards, reports); Experience in Power BI, SQL server is a plus",https://www.linkedin.com/jobs/view/3673369162,NA,Junior,Senior,,,,HCM,,,TRUE,FALSE,linkedin.com,LINKEDIN,Fulltime,,,,,,Data Analyst,,Business Analyst,,TRUE,FALSE
5218,Zoomo,Data Engineer,3,Remote,"2,200",NA,"At least 3+ years of experience in a Data Engineer role, with a focus on data processing and analysis.",https://apply.workable.com/zoomo/j/5C66FB25C9/,NA,Senior,,,,,Remote,,,TRUE,TRUE,apply.workable.com,WORKABLE,Fulltime,,,,,Data Engineer,,,,,FALSE,FALSE
5217,OKXE,Data Analyst,3,HN,"1,800",NA,3 years of experience in Data Analyst or Business Analyst or Business Intelligence.,https://www.linkedin.com/jobs/view/data-analyst-at-okxe-inc-3673105500,NA,Senior,,,,,HN,,,TRUE,FALSE,linkedin.com,LINKEDIN,Fulltime,,,,,,Data Analyst,,,,FALSE,FALSE
5216,CK HR Consulting's Client,Business Intelligence Lead,2,HN,"2,500",NA,"Experience from 2 years or more in the equivalent position; Proficient use of Excel, SQL, Power Bi tools;",https://www.linkedin.com/jobs/view/business-intelligence-lead-at-ck-hr-consulting-3672952671/,NA,Senior,Lead,,,,HN,,,TRUE,FALSE,linkedin.com,LINKEDIN,Fulltime,,,,,,,,,Business Intelligence,FALSE,FALSE
5215,Sapia .ai,Senior Machine Learning Engineer,3,Remote,"8,335",NA,"Email CV about Datajobs.vn@gmail.com For a faster process to pull down #Section: ""Join US Now"" to view JD. Range 70-100k USD/year pretax",https://sapia.ai/careers/,NA,Senior,,,,,Remote,,,TRUE,TRUE,sapia.ai,SAPIA,Fulltime,,,,,Data Engineer,,Data Scientist,,,TRUE,FALSE
5214,TEAM DATAJOBS,PowerBI Visualization Mentor,2,Remote,NA,NA,"Many mentees need intensive support for Powerbi Visualization through the actual Dataset/Case Studies in a variety of domains (E-com, FMCG, Finance, Logistics, ...)","Email CV v? datajobs.vn@gmail.com v?i title ""[APPLY MENTOR] H? và tên - S?T""",NA,Senior,,,,,Remote,,,TRUE,TRUE,#VALUE!,NA,Fulltime,,,,,,,,,,FALSE,TRUE
5212,VPBank,Collection Data Analyst,1,HN,"1,500",NA,"Proficient in Excel, Query Data languages ??like SQL; Understanding data tools like Python, Power Bi is a plus point",https://www.topcv.vn/viec-lam/chuyen-vien-phan-tich-thu-hoi-no-collection-data-analyst-ha-noi-ta146/1078832.html,Chuyên Viên Phân Tích Thu H?i N?,Junior,Senior,,,,HN,,,TRUE,FALSE,topcv.vn,TOPCV,Fulltime,,,,,,Data Analyst,,,,FALSE,FALSE
5211,InvestIdea ( Diem Sang Cong Nghe ),Intern Data Engineer ( Fulltime ),0,HN,170,NA,"5 slots Advanced working SQL kinh nghi?m and experience working with relational databases, query authoring (SQL) as well as working familiarity with a variety of databases.",https://www.topcv.vn/viec-lam/intern-data-engineer-tieng-anh-kha-lam-viec-fulltime/1079033.html,NA,Internship,,,,,HN,,,TRUE,FALSE,topcv.vn,TOPCV,Fulltime,,,,,Data Engineer,,,,,FALSE,FALSE
5210,Yes4All,Senior Financial Analyst,4,HCM,"2,000",NA,"Minimum 4 years working experience; Excellent Microsoft Excel (including financial modeling) skills, kinh nghi?m of SQL/PowerQuery/PowerBI/Python is a plus",https://careerbuilder.vn/vi/tim-viec-lam/senior-financial-analyst.35BD7108.html,NA,Senior,,,,,HCM,,,TRUE,FALSE,careerbuilder.vn,CAREERBUILDER,Fulltime,,,,,,Data Analyst,,,,FALSE,FALSE
5209,VPBank,Business Intelligence Analyst,3,HN,"2,200",NA,There are 3-5 years of experience in managing the reporting and analysis system for retail banks,https://careerbuilder.vn/vi/tim-viec-lam/business-intelligence-analyst-hanoi-ta083.35BD7119.html,NA,Senior,,,,,HN,,,TRUE,FALSE,careerbuilder.vn,CAREERBUILDER,Fulltime,,,,,,,,,Business Intelligence,FALSE,FALSE
5208,VPBank,Business Analyst | Data Analyst,1,HN,"1,500",NA,"Proficient skills of data management tools (SQL, Oracle ...); Multi -tool reporting, analysis and analysis (Excel, Bi Tools, R ...)",https://careerbuilder.vn/vi/tim-viec-lam/chuyen-vien-phan-tich-kinh-doanh-ha-noi-ta139.35BD711A.html,Chuyên viên Phân tích kinh doanh,Junior,Senior,,,,HN,,,TRUE,FALSE,careerbuilder.vn,CAREERBUILDER,Fulltime,,,,,,Data Analyst,,Business Analyst,,TRUE,FALSE
5207,TNG Holdings,Data Engineer,7,HN,"2,100",NA,"Minimum expertise: 7 years in the field: large service organization, with large -scale data",https://www.vietnamworks.com/data-engineer-tnex-2z125-1-1674477-jv,NA,Senior,,,,,HN,,,TRUE,FALSE,vietnamworks.com,VIETNAMWORKS,Fulltime,,,,,Data Engineer,,,,,FALSE,FALSE
5206,Zitga,Senior Data Analyst,NA,HN,NA,NA,Zitga Studio recruits Senior Data Analysta Analyst; Know how to use one of the Bi Tool (TableAu is the advantage),https://www.facebook.com/groups/datanalyticsvn/posts/3227207514239209/,NA,Senior,,,,,HN,,,TRUE,FALSE,facebook.com,FACEBOOK,Fulltime,,,,,,Data Analyst,,,,FALSE,FALSE
5205,OSP,Data Engineer,1,HN,"1,060",NA,My Dinh -HN Product OSP Group Recruit Data Analysta Engineer - From 1 year EXP+ UPTO ~ 25 million,https://www.facebook.com/groups/datanalyticsvn/posts/3227241450902482/,NA,Junior,Senior,,,,HN,,,TRUE,FALSE,facebook.com,FACEBOOK,Fulltime,,,,,Data Engineer,,,,,FALSE,FALSE
5204,Undisclosed,Data Governance,4,HN,"2,965",NA,At least 4 years of experience related to data management in telecommunications/banking industry,https://www.facebook.com/groups/datanalyticsvn/posts/3227242934235667/,CHUYÊN VIÊN QU?N LÝ D? LI?U,Senior,,,,,HN,,,TRUE,FALSE,facebook.com,FACEBOOK,Fulltime,,,,,Data Engineer,,,,,FALSE,FALSE
5203,L'Oreal,E-Operation Supervisor,NA,HCM,"1,800",NA,"Strong in experience in VBA, SQL, Power BI tool to simplify data processing and analytics.",https://careers.loreal.com/en_US/jobs/JobDetail/156650,NA,Senior,Lead,,,,HCM,,,TRUE,FALSE,careers.loreal.com,LOREAL,Fulltime,Flexible,,,,,,,,,FALSE,TRUE
5202,UOB Viet Nam,Risk Analytics & Reporting Manager,5,HCM,"3,500",NA,"Minimum 5 – 8 years relevant experience in fields of banking, accounting, finance, reporting and data analytics can be considered; Practical experience of SAS/SQL/VBA/Python programing languages and database management",https://careers.uobgroup.com/job/Ho-Chi-Minh-City-Risk-Analytics-&-Reporting-Manager/942219210,NA,Manager,,,,,HCM,,,TRUE,FALSE,careers.uobgroup.com,UOBGROUP,Fulltime,,,,,,Data Analyst,,,,FALSE,FALSE
5201,HCLTech Vietnam,Big Data Engineer,3,HN,"3,180",NA,Must have 3+ years of experience at a similar role,https://www.linkedin.com/jobs/view/3672966845,NA,Senior,,,,,HN,,,TRUE,FALSE,linkedin.com,LINKEDIN,Fulltime,,,,,Data Engineer,,,,,FALSE,FALSE
5200,VISION Entertainment,Senior Data Analyst,3,HCM,"2,200",NA,Minimum 3 years related experience or equivalent combination.,https://www.linkedin.com/jobs/view/3672979810,NA,Senior,,,,,HCM,,,TRUE,FALSE,linkedin.com,LINKEDIN,Fulltime,Hybrid,,,,,Data Analyst,,,,FALSE,FALSE
5199,Undisclosed,Head of Machine Learning,NA,HN,"5,000",NA,"Strong understanding of various machine learning algorithms, techniques, and frameworks.",https://www.linkedin.com/jobs/view/3672739257,NA,Manager,,,,,HN,,,TRUE,FALSE,linkedin.com,LINKEDIN,Fulltime,,,,,,,,,,FALSE,TRUE
5198,Zoetis,Data Analyst ( Intern ) - URGENT,0,HCM,250,NA,"Fresh graduate with bachelor degree or final year students with outstanding achievements in data science and analysis, economics, financial analysis,",https://www.linkedin.com/jobs/view/3672998590/,NA,Internship,Junior,,,,HCM,,,TRUE,FALSE,linkedin.com,LINKEDIN,Fulltime,Hybrid,,,,,Data Analyst,,,,FALSE,FALSE
5197,SHB,Risk Modeling Senior / Expert,4,HN,"2,200",NA,"Having in -depth knowledge and experience in large data processing (Big Data), artificial intelligence/machine/deep learning (AI/Machine Learning/Deep Learning) is an advantage.",https://www.linkedin.com/jobs/view/3673106011/,Chuyên gia / Chuyên viên cao c?p Mô hình r?i ro,Senior,,,,,HN,,,TRUE,FALSE,linkedin.com,LINKEDIN,Fulltime,,,,,,,,,,FALSE,TRUE
5196,Pegasi's Client,Data Engineer,NA,HCM,"3,000",NA,Strong working years of professional working experience in Data Engineering,https://www.linkedin.com/jobs/view/data-engineer-at-pegasi-3672729954/,NA,Senior,,,,,HCM,,,TRUE,FALSE,linkedin.com,LINKEDIN,Fulltime,,,,,Data Engineer,,,,,FALSE,FALSE
5195,Indiez,Game LiveOps Analyst,0,HCM,635,NA,Intern: 3.000.000; Fresher: Max 15.000.000,https://www.facebook.com/groups/datanalyticsvn/posts/3227350287558265,NA,Internship,Junior,,,,HCM,,,TRUE,FALSE,facebook.com,FACEBOOK,Fulltime,,,,,,Data Analyst,,,,FALSE,FALSE
5194,Volio,Junior Data Analyst,0.5,HN,635,NA,At least 6 months to 1 year working at the equivalent position,https://www.topcv.vn/viec-lam/junior-data-analyst-thanh-xuan-ha-noi-thu-nhap-toi-15m/1078052.html,NA,Junior,,,,,HN,,,TRUE,FALSE,topcv.vn,TOPCV,Fulltime,,,,,,Data Analyst,,,,FALSE,FALSE
5193,Xich Viet ( Vietguys ),Junior Data Analyst,1,HCM,"1,600",NA,"At least 01 year of experience at the equivalent position, priority candidates working in the field of technology and marketing",https://www.topcv.vn/viec-lam/nhan-vien-phan-tich-du-lieu-junior-data-analyst/1076763.html,Nhân Viên Phân Tích D? Li?u,Junior,,,,,HCM,,,TRUE,FALSE,topcv.vn,TOPCV,Fulltime,,,,,,Data Analyst,,,,FALSE,FALSE
5192,CMC TSSG ( CMC Sai Gon ),"Data Engineer ( SQL, Python, Cloud )",2,HN,"1,800",NA,"Experience in working location of Data Engineer on Cloud (AWS, Azure ...)",https://www.topcv.vn/viec-lam/data-engineer-sql-python-cloud-ha-noi/1078244.html,NA,Junior,Senior,,,,HN,,,TRUE,FALSE,topcv.vn,TOPCV,Fulltime,,,,,Data Engineer,,,,,FALSE,FALSE
5191,Reputyze Asia ( Lua A Chau ),Social Media Data Analyst,0.5,HCM,850,NA,Experience requirements from 6 months to 1 year or more.,https://www.topcv.vn/viec-lam/chuyen-vien-phan-tich-du-lieu-mang-xa-hoi-social-media-data-analyst/339679.html,Chuyên Viên Phân Tích D? Li?u M?ng Xã H?i,Junior,,,,,HCM,,,TRUE,FALSE,topcv.vn,TOPCV,Fulltime,,,,,,Data Analyst,,,,FALSE,FALSE
5190,Reputyze Asia ( Lua A Chau ),Social Media Data Analyst Intern,0,HCM,170,NA,"2nd year, 3rd year, priority, you love Marketing, Digital Marketing, Market Research.",https://www.topcv.vn/viec-lam/thuc-tap-sinh-phan-tich-du-lieu-mang-xa-hoi-social-media-data-analyst-intern/334071.html,Th?c T?p Sinh Phân Tích D? Li?u M?ng Xã H?i,Internship,,,,,HCM,,,TRUE,FALSE,topcv.vn,TOPCV,Fulltime,,,,,,Data Analyst,,,,FALSE,FALSE
5189,FPT,Data Engineer ( FPT Software ),4,HN,"2,500",NA,"02 slot At least 4 years’ experience in backend software development, including designing and developing data pipelines and APIs.",https://www.topcv.vn/viec-lam/data-engineer/1031062.html,NA,Senior,,,,,HN,,,TRUE,FALSE,topcv.vn,TOPCV,Fulltime,Hybrid,,,,Data Engineer,,,,,FALSE,FALSE
5188,FPT,Data Engineer - Focus GCP ( FPT Software ),3,HN,"2,800",NA,"Strong SQL proficiency, including expertise in writing complex queries and designing data models for data warehousing",https://www.topcv.vn/viec-lam/data-engineer-focus-gcp-salary-up-to-2800/1078360.html,NA,Senior,,,,,HN,,,TRUE,FALSE,topcv.vn,TOPCV,Fulltime,,,,,Data Engineer,,,,,FALSE,FALSE
5187,CB ( Ngan Hang Xay Dung ),Sales Analyst,1,HCM,"1,600",NA,Priority is given to 02 years of sales experience in the retail sector of commercial banks.,https://careerbuilder.vn/vi/tim-viec-lam/chuyen-vien-phan-tich-ke-hoach-ban-hang.35BD6EE9.html,Chuyên Viên Phân Tích D? Li?u K? Ho?ch Bán Hàng,Junior,Senior,,,,HCM,,,TRUE,FALSE,careerbuilder.vn,CAREERBUILDER,Fulltime,,,,,,Data Analyst,,,,FALSE,FALSE
5186,SHB,Data Engineer,4,HN,"2,800",NA,"Data exploitation with SQL, NOSQL; Analysis, database design for applications; Analysis, data model design for Data Warehouse system",https://careerbuilder.vn/vi/tim-viec-lam/kien-truc-du-lieu.35BD6FB3.html,Ki?n trúc D? li?u,Senior,,,,,HN,,,TRUE,FALSE,careerbuilder.vn,CAREERBUILDER,Fulltime,,,,,Data Engineer,,,,,FALSE,FALSE
5185,JAC Group's Client,Algorithms Director,10,HN,"6,355",NA,"Advanced degree (Ph.D. preferred) in computer science, data science, machine learning, or a related field.",https://careerbuilder.vn/vi/tim-viec-lam/algorithms-director.35BD6DA2.html,NA,Manager,,,,,HN,,,TRUE,FALSE,careerbuilder.vn,CAREERBUILDER,Fulltime,Contract,,,,,,,,,FALSE,TRUE
5183,Orion Vina,Sales Planning,3,Dong Nai,"1,600",NA,From 3 years of experience in the field: Analysis / operation of sales / commercial marketing / data analysis; Excel skills proficient; Skills working with data;,https://www.vietnamworks.com/sales-planning-dong-nai-1-1662290-jv,NA,Senior,,,,,Dong Nai,,,TRUE,FALSE,vietnamworks.com,VIETNAMWORKS,Fulltime,,,,,,,,,,FALSE,TRUE
5182,MBBank,Senior Data Engineer,NA,HN,"2,200",NA,"Having knowledge and experience in physical architecture, logical architecture, basic components of Hadoop Eco-Sys: Ingesstion floor, processing layer, consumtion layer; Have basic knowledge about data mining, ml",https://www.vietnamworks.com/chuyen-vien-cao-cap-data-engineer-trung-tam-cong-nghe-du-lieu-khoi-du-lieu-2-1-1-1674269-jv,Chuyên Viên Cao C?p ( Data Engineer ),Senior,,,,,HN,,,TRUE,FALSE,vietnamworks.com,VIETNAMWORKS,Fulltime,,,,,Data Engineer,,,,,FALSE,FALSE
5181,Bosch Global,Google Analytics Web Tracking Expert,1,HCM,"1,500",NA,"1 year experience in Web Analytics (preferably Google Analytics and Google Data Studio, PowerBI is a plus)",https://www.vietnamworks.com/google-analytics-web-tracking-expert-1-1-1-1674268-jv,NA,Junior,Senior,,,,HCM,,,TRUE,FALSE,vietnamworks.com,VIETNAMWORKS,Fulltime,,,,,,,,,,FALSE,TRUE
5180,HCLTech Vietnam,GCP Cloud Data Engineer,3,HN,"3,540",NA,From 3-8 years of experience as Data Engineer,https://www.facebook.com/groups/datanalyticsvn/posts/3226879084272052/,NA,Senior,,,,,HN,,,TRUE,FALSE,facebook.com,FACEBOOK,Fulltime,,,,,Data Engineer,,,,,FALSE,FALSE
5178,OSP,Business Intelligence Lead ( BI Lead ),2,HN,"1,695",NA,"HN OSP recruits Business Intelligence Lead position (Bi Lead); With 2 years of experience, 40m salary",https://www.facebook.com/groups/datanalyticsvn/posts/3227110397582254/,NA,Senior,Lead,,,,HN,,,TRUE,FALSE,facebook.com,FACEBOOK,Fulltime,,,,,,,,,Business Intelligence,FALSE,FALSE
5177,JT1's Client,AI Developer,3,HCM,"2,500",NA,3+ years of experience in developing AI solutions in a professional setting.,https://www.linkedin.com/jobs/view/3672554538,NA,Senior,,,,,HCM,,,TRUE,FALSE,linkedin.com,LINKEDIN,Fulltime,Flexible,,,,,,,,,FALSE,TRUE
5176,LARION,Data Engineer ( Python / Java ),NA,HCM,"3,000",NA,"Flexible hybrid working model between working at office and working at home; Strong programming skills either Python or Java, with a demonstrated ability to write high-quality and testable code.",https://www.linkedin.com/jobs/view/3672563782/,NA,Junior,Senior,,,,HCM,,,TRUE,FALSE,linkedin.com,LINKEDIN,Fulltime,,,,,Data Engineer,,,,,FALSE,FALSE
5174,OCB,Performance Management Specialist,2,HCM,"1,500",NA,. 2-3 years experiences of working in Banking/Business/ Performance Analysis; Good kinh nghi?m of Tableau/Power BI/SQL is a plus,https://www.linkedin.com/jobs/view/3672596572/,NA,Junior,Senior,,,,HCM,,,TRUE,FALSE,linkedin.com,LINKEDIN,Fulltime,,,,,,,,,,FALSE,TRUE
5173,Pharmacity,Senior Finance Business Partner Specialist,2,HCM,"1,800",NA,"2-4 years of working experience in; MS. excel,, BI tools, ERP; Strong analytical and data-gathering skills",https://www.linkedin.com/jobs/view/3672947217,NA,Junior,Senior,,,,HCM,,,TRUE,FALSE,linkedin.com,LINKEDIN,Fulltime,,,,,,,,,,FALSE,TRUE
5172,Datahouse Asia,Junior Data Analyst,2,Da Nang,"1,500",NA,"2 plus years of experience building data analytics platforms that combine data from multiple sources on tools and/or applications such as Tableau, PowerBI, Quicksites, etc",https://www.linkedin.com/jobs/view/3672952059,NA,Junior,,,,,Da Nang,,,TRUE,FALSE,linkedin.com,LINKEDIN,Fulltime,,,,,,Data Analyst,,,,FALSE,FALSE
5170,Navigos Search's Client,Quant Expert | Quantitative Researcher,NA,HN,"8,000",NA,"Bachelor degree majoring in Mathematics, Economics, Financial Mathematics, Econometrics, Quantitative Finance, Risk Management, Business Analytics, Data Science, Applied Economics-finance or other related majors",https://www.linkedin.com/jobs/view/hanoi-quant-expert-at-navigos-search-3672744141/,NA,Junior,Senior,,,,HN,,,TRUE,FALSE,linkedin.com,LINKEDIN,Fulltime,,,,,,,,,,FALSE,TRUE
5169,Pharmacity,Database Engineer,2,HCM,"1,800",NA,"At least 2 years of experience working with large and complex data warehouse systems with hands-on data architecture experience; Proven experience as a Data Engineer, Software Developer, or similar",https://www.linkedin.com/jobs/view/database-engineer-at-pharmacity-3662538610/,NA,Junior,Senior,,,,HCM,,,TRUE,FALSE,linkedin.com,LINKEDIN,Fulltime,,,,,Data Engineer,,,,,FALSE,FALSE
5168,Euro Healthcare ( UKR ),Market Intelligence Analyst,0,HCM,850,NA,"Fresher can apply; Ability to collect, analyze and synthesize information; Conduct competitive intelligence, by collecting and analyzing competitors’ data, for example: Product range of competitors, price, channel distribution, and product portfolio.",https://www.linkedin.com/jobs/view/market-intelligence-analyst-at-euro-healthcare-vietnam-3672711161,NA,Junior,,,,,HCM,,,TRUE,FALSE,linkedin.com,LINKEDIN,Fulltime,,,,,,Data Analyst,,,,FALSE,FALSE
5167,HMD IT JSC,Business Intelligence Analyst,1,HCM,"1,500",NA,"At least 1 year of experience working in a similar position; Familiarity with BI tools (e.g., Tableau, Power BI, Looker, Apache Superset).",https://www.linkedin.com/jobs/view/business-intelligence-analyst-at-hmd-it-jsc-3459350831/,NA,Junior,Senior,,,,HCM,,,TRUE,FALSE,linkedin.com,LINKEDIN,Fulltime,,,,,,,,,Business Intelligence,FALSE,FALSE
5166,L'Oreal,Senior Business Intelligence Analyst,3,HCM,"2,200",NA,"A minimum of 3+ years of experience in ecommerce, digital marketing or business intelligence analysis",https://careers.loreal.com/en_US/jobs/JobDetail/158349,NA,Senior,,,,,HCM,,,TRUE,FALSE,careers.loreal.com,LOREAL,Fulltime,,,,,,,,,Business Intelligence,FALSE,FALSE
5165,Puzzle,Business Intelligence Analyst,1,HCM,"1,800",NA,Proven working experience as a data analyst or business data analyst (1+ years’ Data mining experience or 1+ years in a data analyst role).,https://glints.com/vn/opportunities/jobs/business-intelligence-analyst/bd42d9db-559d-46a4-bbfb-6cbce0cf87b1,NA,Junior,Senior,,,,HCM,,,TRUE,FALSE,glints.com,GLINTS,Fulltime,,,,,,,,,Business Intelligence,FALSE,FALSE
5164,FPT,Data Engineer ( FPT Software ),4,HN,"2,500",NA,"02 slots At least 4 years’ experience in backend software development, including designing and developing data pipelines and APIs.",https://www.topcv.vn/viec-lam/data-engineer/1031062.html,NA,Senior,,,,,HN,,,TRUE,FALSE,topcv.vn,TOPCV,Fulltime,,,,,Data Engineer,,,,,FALSE,FALSE
5163,OKXE,Senior Data Analyst,3,HCM,"1,695",NA,3+ years of experience in Data Analyst or Business Analyst or Business Intelligence.,https://www.topcv.vn/viec-lam/senior-data-analyst/878108.html,NA,Senior,,,,,HCM,,,TRUE,FALSE,topcv.vn,TOPCV,Fulltime,Part-time,,,,,Data Analyst,,,,FALSE,FALSE
5162,Starbucks,Business Intelligence ( BI ) Senior Specialist,2,HCM,"2,200",NA,Must have 2-3 years of experience in data-specific roles.,https://careerbuilder.vn/vi/tim-viec-lam/senior-business-intelligence-bi-specialist.35BD6E1C.html,NA,Junior,Senior,,,,HCM,,,TRUE,FALSE,careerbuilder.vn,CAREERBUILDER,Fulltime,,,,,,,,,Business Intelligence,FALSE,FALSE
5161,Kegmil,Data Engineer Intern / Fresher,0,HCM,850,NA,"Proficient in Python/Java, SQL or any high-level programming languages; Familiar with SQL and NoSQL databases (MySQL, PostgreSQL, MongoDB etc.)",https://www.vietnamworks.com/data-engineer-intern-fresher-1673894-jv,NA,Internship,Junior,,,,HCM,,,TRUE,FALSE,vietnamworks.com,VIETNAMWORKS,Fulltime,,,,,Data Engineer,,,,,FALSE,FALSE
5160,GHC ( GHConsults ),Senior Analyst ( Accounting & Finance ),NA,HN,"1,300",NA,Advanced user of Ms. Excel and/or other data analysis tools,https://www.vietnamworks.com/senior-analyst-accounting-finance-2-1674198-jv,NA,Senior,,,,,HN,,,TRUE,FALSE,vietnamworks.com,VIETNAMWORKS,Fulltime,,,,,,Data Analyst,,,,FALSE,FALSE
5159,DATX ( DAT Technologties ),Junior Data Engineer ( Python / SQL ),1,HN,"1,060",NA,"Datx Dong Da urgently recruited Junior #Data Engineer, 1+year of experience Python Language, Salary UPTO 25M",https://www.facebook.com/groups/datanalyticsvn/posts/3226652030961424/,NA,Junior,,,,,HN,,,TRUE,FALSE,facebook.com,FACEBOOK,Fulltime,,,,,Data Engineer,,,,,FALSE,FALSE
5158,Parkway,Financial Analyst,3,HN,NA,NA,Financial Analyst from 3 years of experience,https://www.facebook.com/groups/datanalyticsvn/posts/3226686920957935/,NA,Senior,,,,,HN,,,TRUE,FALSE,facebook.com,FACEBOOK,Fulltime,,,,,,Data Analyst,,,,FALSE,FALSE
5157,FiinGroup,Data Clerk,NA,HN,425,NA,"Input business and market news; Preliminary analysis, summary and translation of news into English",https://www.facebook.com/groups/datanalyticsvn/posts/3226704257622868/,Chuyên viên x? lý d? li?u,Junior,,,,,HN,,,TRUE,FALSE,facebook.com,FACEBOOK,Fulltime,,,,,,,,,,FALSE,TRUE
5155,Source of Asia - SOA,Market Research Analyst,2,HCM,"1,800",NA,"2 years+ experience in Market research and/or Project Management; Proficiency with data analysis, reporting, and forecasting",https://www.linkedin.com/jobs/view/3672709048/,NA,Junior,Senior,,,,HCM,,,TRUE,FALSE,linkedin.com,LINKEDIN,Fulltime,,,,,,Data Analyst,,,,FALSE,FALSE
5154,Bosch Global,Google Analytics Web Tracking Expert,1,HCM,"1,500",NA,"1 year experience in Web Analytics (preferably Google Analytics and Google Data Studio, PowerBI is a plus)",https://www.linkedin.com/jobs/view/3648588751,NA,Junior,Senior,,,,HCM,,,TRUE,FALSE,linkedin.com,LINKEDIN,Fulltime,,,,,,,,,,FALSE,TRUE
5153,PNJ,Demand Analyst,2,HCM,"1,500",NA,"At least 2 years of experience in data processing and analysis.; Proficiency in using supporting tools and software: SQL (Advance), Power BI (Advance), Excel (Advance), R-Studio (Advance), Python (Advance), Google T-Flow, etc.",https://www.linkedin.com/jobs/view/3672728016,NA,Junior,Senior,,,,HCM,,,TRUE,FALSE,linkedin.com,LINKEDIN,Fulltime,,,,,,Data Analyst,,,,FALSE,FALSE
5152,VMO Group,Data Engineer ( Global Market ),3,HN,"1,905",NA,"Having SQL knowledge and working experience with relational databases, the author query (SQL) as well as working familiar with many types of databases",https://www.linkedin.com/jobs/view/3672715032,NA,Senior,,,,,HN,,,TRUE,FALSE,linkedin.com,LINKEDIN,Fulltime,,,,,Data Engineer,,,,,FALSE,FALSE
5151,HCLTech Vietnam,GCP Data Engineer,3,HN,"3,540",NA,From 3-8 years of experience as Data Engineer,https://www.linkedin.com/jobs/view/3672704652,NA,Senior,,,,,HN,,,TRUE,FALSE,linkedin.com,LINKEDIN,Fulltime,,,,,Data Engineer,,,,,FALSE,FALSE
